sample_id,question_id,dataset_name,split_name,correct_or_not,hallucinated_or_not,generated_answer,ground_truth_answer,max_r,mean_r,max_entropy,mean_entropy,trigger_layer,trigger_step,pt_path
1716,1716,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7109375,0.75,11.9375,5.257169582178762,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1716.pt
2468,2468,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7533275462962963,11.9375,5.401189955666959,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2468.pt
224,224,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7228009259259259,11.9375,5.488088190372169,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/224.pt
968,968,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.671875,0.7517361111111112,11.9375,5.340005300183418,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/968.pt
1717,1717,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.7265625,0.7459490740740741,11.9375,4.968413678270612,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1717.pt
2469,2469,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7533275462962963,11.9375,4.7182717311906,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2469.pt
969,969,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.671875,0.7517361111111112,11.9375,5.387732563069361,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/969.pt
225,225,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.734375,0.7228009259259259,11.9375,5.360862755335332,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/225.pt
1718,1718,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7265625,0.7459490740740741,11.9375,5.4335091525106956,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1718.pt
970,970,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.671875,0.7517361111111112,11.9375,5.3134450280715475,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/970.pt
2470,2470,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7533275462962963,11.9375,5.232191604182256,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2470.pt
226,226,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7228009259259259,11.9375,5.483735503400285,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/226.pt
1719,1719,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.7265625,0.7459490740740741,11.9375,5.292568365770304,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1719.pt
971,971,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.671875,0.7517361111111112,11.9375,4.787266928860915,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/971.pt
2471,2471,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7533275462962963,11.9375,4.949280391332936,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2471.pt
227,227,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7228009259259259,11.9375,4.761370256862306,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/227.pt
972,972,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.671875,0.7517361111111112,11.9375,5.273310864699005,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/972.pt
1720,1720,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7265625,0.7459490740740741,11.9375,5.3310244717722215,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1720.pt
2472,2472,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7533275462962963,11.9375,5.362257865596772,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2472.pt
973,973,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7576678240740741,11.9375,4.78068032568065,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/973.pt
228,228,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7228009259259259,11.9375,5.394383824861696,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/228.pt
1721,1721,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.7265625,0.7459490740740741,11.9375,4.879165079290128,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1721.pt
2473,2473,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.75,0.7314814814814815,11.9375,5.4779557170264095,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2473.pt
974,974,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7576678240740741,11.9375,5.2371820431517335,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/974.pt
229,229,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.7109375,0.7463831018518519,11.9375,5.13550256317379,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/229.pt
1722,1722,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7265625,0.7459490740740741,11.9375,5.44540698154253,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1722.pt
2474,2474,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.75,0.7314814814814815,11.9375,5.411837072500303,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2474.pt
975,975,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7576678240740741,11.9375,4.867100994018616,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/975.pt
230,230,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7109375,0.7463831018518519,11.9375,5.250227195659405,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/230.pt
1723,1723,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.75,0.7377025462962963,11.9375,5.035497612014897,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1723.pt
2475,2475,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.75,0.7314814814814815,11.9375,5.0318469597511,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2475.pt
976,976,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7576678240740741,11.9375,5.206870715018371,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/976.pt
231,231,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.7109375,0.7463831018518519,11.9375,4.848125858730259,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/231.pt
1724,1724,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.75,0.7377025462962963,11.9375,5.370256909501818,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1724.pt
2476,2476,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.75,0.7314814814814815,11.9375,5.3306646701495914,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2476.pt
977,977,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.71875,0.7576678240740741,11.9375,5.2238676537676065,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/977.pt
232,232,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7109375,0.7463831018518519,11.9375,5.357037263604227,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/232.pt
1725,1725,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.75,0.7377025462962963,11.9375,4.934732875339846,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1725.pt
2477,2477,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.75,0.7314814814814815,11.9375,4.851794160799138,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2477.pt
978,978,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7576678240740741,11.9375,5.249607797468406,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/978.pt
233,233,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.7109375,0.7463831018518519,11.9375,4.7990051512614285,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/233.pt
2478,2478,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.75,0.7314814814814815,11.9375,5.395760035892048,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2478.pt
1726,1726,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.75,0.7377025462962963,11.9375,5.307584439559914,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1726.pt
979,979,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.703125,0.7274305555555556,11.9375,4.881112780416892,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/979.pt
234,234,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7109375,0.7463831018518519,11.9375,5.21868440673135,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/234.pt
2479,2479,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.7265625,0.7112268518518519,11.9375,4.878313860053572,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2479.pt
1727,1727,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.75,0.7377025462962963,11.9375,4.98507487026936,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1727.pt
980,980,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.703125,0.7274305555555556,11.9375,5.272760395914043,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/980.pt
235,235,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6328125,0.7560763888888888,11.9375,4.719683616023029,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/235.pt
2480,2480,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7265625,0.7112268518518519,11.9375,5.326519027572744,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2480.pt
981,981,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.703125,0.7274305555555556,11.9375,5.230637574455998,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/981.pt
1728,1728,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.75,0.7377025462962963,11.9375,5.454673266889337,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1728.pt
236,236,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6328125,0.7560763888888888,11.9375,5.245836505825952,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/236.pt
982,982,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.703125,0.7274305555555556,11.9375,5.271944910558229,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/982.pt
2481,2481,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.7265625,0.7112268518518519,11.9375,5.2584866903246725,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2481.pt
1729,1729,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.71875,0.7384259259259259,11.9375,5.249659369107546,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1729.pt
237,237,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.6328125,0.7560763888888888,11.9375,5.226008640393487,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/237.pt
983,983,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.703125,0.7274305555555556,11.9375,4.701596561667211,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/983.pt
2482,2482,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7265625,0.7112268518518519,11.9375,5.3385202891260075,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2482.pt
1730,1730,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7384259259259259,11.9375,5.293254470778108,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1730.pt
238,238,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6328125,0.7560763888888888,11.9375,5.279085743636926,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/238.pt
984,984,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.703125,0.7274305555555556,11.9375,5.189481357060497,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/984.pt
2483,2483,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.7265625,0.7112268518518519,11.9375,5.316789118513364,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2483.pt
1731,1731,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7384259259259259,11.9375,4.840639500810759,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1731.pt
239,239,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6328125,0.7560763888888888,11.9375,4.927473329066895,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/239.pt
985,985,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.65625,0.7844328703703703,11.9375,4.861008789692906,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/985.pt
2484,2484,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7265625,0.7112268518518519,11.9375,5.234250106876845,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2484.pt
240,240,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6328125,0.7560763888888888,11.9375,5.323836088940303,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/240.pt
1732,1732,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7384259259259259,11.9375,5.285507848360919,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1732.pt
2485,2485,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.765625,0.7356770833333334,11.9375,4.920181809266545,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2485.pt
986,986,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.65625,0.7844328703703703,11.9375,5.20379706753782,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/986.pt
241,241,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.671875,0.7404513888888888,11.9375,5.354858536538195,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/241.pt
1733,1733,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.71875,0.7384259259259259,11.9375,5.484936887218472,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1733.pt
2486,2486,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.765625,0.7356770833333334,11.9375,5.435379669174368,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2486.pt
242,242,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.671875,0.7404513888888888,11.9375,5.39995824024664,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/242.pt
1734,1734,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7384259259259259,11.9375,5.3199116423568515,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1734.pt
987,987,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.65625,0.7844328703703703,11.9375,5.158738813263292,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/987.pt
2487,2487,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.765625,0.7356770833333334,11.9375,5.002454812673601,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2487.pt
243,243,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.671875,0.7404513888888888,11.9375,5.4589917873884,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/243.pt
1735,1735,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6875,0.7041377314814815,11.9375,4.913877555298021,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1735.pt
988,988,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.65625,0.7844328703703703,11.9375,5.1719105831907655,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/988.pt
2488,2488,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.765625,0.7356770833333334,11.9375,5.434989792936465,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2488.pt
1736,1736,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7041377314814815,11.9375,5.374579148722942,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1736.pt
244,244,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.671875,0.7404513888888888,11.9375,5.250815211018508,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/244.pt
989,989,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.65625,0.7844328703703703,11.9375,5.295960574545399,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/989.pt
2489,2489,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.765625,0.7356770833333334,11.9375,5.316169089513009,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2489.pt
1737,1737,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6875,0.7041377314814815,11.9375,4.948748897431445,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1737.pt
245,245,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.671875,0.7404513888888888,11.9375,4.821447219142391,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/245.pt
990,990,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.65625,0.7844328703703703,11.9375,5.212691827521416,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/990.pt
2490,2490,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.765625,0.7356770833333334,11.9375,5.375355479231215,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2490.pt
1738,1738,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7041377314814815,11.9375,5.279139257882418,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1738.pt
246,246,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.671875,0.7404513888888888,11.9375,5.337804478929881,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/246.pt
991,991,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.71875,0.7191840277777778,11.9375,5.326465811668749,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/991.pt
2491,2491,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.7265625,0.7291666666666666,11.9375,4.93291150235658,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2491.pt
1739,1739,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6875,0.7041377314814815,11.9375,4.830703780458618,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1739.pt
247,247,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.7265625,0.7518807870370371,11.9375,5.2825512616762165,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/247.pt
992,992,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7191840277777778,11.9375,5.376882033500871,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/992.pt
2492,2492,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7265625,0.7291666666666666,11.9375,5.338130106771007,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2492.pt
1740,1740,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7041377314814815,11.9375,5.325263453651511,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1740.pt
248,248,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7265625,0.7518807870370371,11.9375,5.34287624199928,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/248.pt
993,993,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7191840277777778,11.9375,5.027155373613855,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/993.pt
2493,2493,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.7265625,0.7291666666666666,11.9375,5.28368215668588,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2493.pt
1741,1741,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.734375,0.7300347222222222,11.9375,5.326654717795846,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1741.pt
249,249,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.7265625,0.7518807870370371,11.9375,5.350733123472813,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/249.pt
994,994,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7191840277777778,11.9375,5.399075427441357,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/994.pt
2494,2494,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7265625,0.7291666666666666,11.9375,5.36218839196471,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2494.pt
1742,1742,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7300347222222222,11.9375,5.2957720627723575,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1742.pt
250,250,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7265625,0.7518807870370371,11.9375,5.419338728585868,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/250.pt
995,995,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7191840277777778,11.9375,4.933185017475416,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/995.pt
1743,1743,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7300347222222222,11.9375,4.9135367908083,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1743.pt
2495,2495,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.7265625,0.7291666666666666,11.9375,5.318685497057936,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2495.pt
251,251,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.7265625,0.7518807870370371,11.9375,4.777272225079357,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/251.pt
996,996,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7191840277777778,11.9375,5.30586800262596,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/996.pt
1744,1744,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7300347222222222,11.9375,5.310755439576716,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1744.pt
2496,2496,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7265625,0.7291666666666666,11.9375,5.314262035527463,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2496.pt
252,252,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7265625,0.7518807870370371,11.9375,5.319349567149654,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/252.pt
1745,1745,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7300347222222222,11.9375,4.925509889047481,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1745.pt
997,997,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.703125,0.7230902777777778,11.9375,5.277899526846435,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/997.pt
2497,2497,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.7109375,0.7133969907407407,11.9375,5.3057596723595255,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2497.pt
253,253,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.7265625,0.7472511574074074,11.9375,4.974734355904135,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/253.pt
